query_id,char_count,token_count,unique_token_ratio,analyzed_token_count,stopword_fraction,digit_token_fraction,punctuation_fraction,question_mark,mean_idf,max_idf,min_idf,idf_oov_fraction,wh_what,wh_who,wh_when,wh_where,wh_why,wh_how,wh_which,wh_whom
test65,38.0,8.0,0.875,3.0,0.625,0.0,0.0,0.0,5.555365196261011,6.752927321459285,4.389058278970069,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test66,44.0,10.0,0.8,4.0,0.6,0.0,0.0,0.0,3.19821512166944,4.703746593267025,2.2182450660927935,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test67,40.0,8.0,1.0,4.0,0.5,0.0,0.025,0.0,6.312634790276273,8.72079863084698,4.052637549247573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test68,38.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,6.459394757407847,8.74861038863122,4.738759277862244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test70,37.0,9.0,1.0,4.0,0.5555555555555556,0.0,0.0,0.0,5.2726852233183,7.0506150955140106,3.672328198447704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test71,64.0,12.0,0.9166666666666666,7.0,0.41666666666666663,0.0,0.0,0.0,5.165547961878012,8.395820773651502,2.5539915859254996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test72,40.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,4.379712475037476,7.796539729323649,2.2182450660927935,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test73,61.0,11.0,0.8181818181818182,5.0,0.5454545454545454,0.09090909090909091,0.0,0.0,5.034201407524799,6.062899519553544,3.0394175860223087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test75,39.0,8.0,1.0,5.0,0.375,0.0,0.0,0.0,5.858162666641684,9.344419748758316,3.4215616872395604,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test79,41.0,9.0,1.0,5.0,0.4444444444444444,0.0,0.0,0.0,5.692187451740331,7.59438590418659,3.1975245007052746,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test81,51.0,11.0,0.9090909090909091,6.0,0.4545454545454546,0.0,0.0,0.0,7.466318827513298,9.711197334874857,2.256543270872133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test86,52.0,10.0,1.0,6.0,0.4,0.0,0.0,0.0,4.597327161315874,6.69460718405867,2.61524293407979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test88,45.0,9.0,0.8888888888888888,3.0,0.6666666666666667,0.0,0.0,0.0,6.058241351495222,6.800687829035946,5.297262158892737,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test90,39.0,8.0,0.875,3.0,0.625,0.0,0.0,0.0,6.343735521963342,7.987881437476987,5.121687597631035,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test94,46.0,12.0,0.9166666666666666,5.0,0.5833333333333333,0.0,0.021739130434782608,0.0,5.483644517722089,6.852960343742488,4.041921369380033,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test97,47.0,8.0,1.0,6.0,0.25,0.0,0.02127659574468085,0.0,4.6540836874719504,7.819476514666747,2.017818076392981,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test101,46.0,9.0,1.0,5.0,0.4444444444444444,0.0,0.0,0.0,5.053179308374755,7.232205579533666,3.2031805156736324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test103,44.0,10.0,1.0,5.0,0.5,0.0,0.022727272727272728,0.0,5.090548300096337,6.559777102174722,2.90642250018591,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test106,53.0,10.0,0.8,5.0,0.5,0.0,0.0,0.0,3.8964192500885213,5.446439445050627,2.7863550280367213,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test107,32.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,5.938039754035719,7.970461290919236,3.6099336757299163,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test110,49.0,10.0,1.0,5.0,0.5,0.0,0.0,0.0,5.831038589627093,8.529942171603189,2.61524293407979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test111,41.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,5.084300482103167,5.762145365534411,4.3008845890598275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test113,69.0,9.0,1.0,4.0,0.5555555555555556,0.0,0.0,0.0,6.9812797288452355,10.767634698492255,4.928151357314209,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test120,74.0,13.0,0.7692307692307693,6.0,0.5384615384615384,0.0,0.0,0.0,4.487888386492948,8.261567098583157,2.992284519971596,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test121,42.0,8.0,0.875,5.0,0.375,0.0,0.0,0.0,4.591910983690942,7.06447713251403,2.61524293407979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test125,86.0,13.0,1.0,7.0,0.46153846153846156,0.0,0.0,0.0,5.589576748768915,10.070072499723192,2.017818076392981,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test132,45.0,9.0,1.0,6.0,0.33333333333333337,0.0,0.0,0.0,5.925206308613828,7.912793322928134,4.075342365344003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test133,53.0,9.0,1.0,7.0,0.2222222222222222,0.0,0.0,0.0,4.315840827444676,6.867182805701294,2.017818076392981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test134,51.0,9.0,1.0,5.0,0.4444444444444444,0.0,0.0,0.0,5.933763421005982,11.320635247308958,2.61524293407979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test136,47.0,9.0,1.0,5.0,0.4444444444444444,0.0,0.0,0.0,6.379737655670068,9.516136752303474,3.4064785646786397,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test141,42.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,4.735628127435964,6.287586358375802,2.017818076392981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test142,52.0,9.0,0.8888888888888888,4.0,0.5555555555555556,0.0,0.0,0.0,5.947673644764054,10.19171760914552,3.5352533045615506,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test145,44.0,9.0,1.0,5.0,0.4444444444444444,0.0,0.0,0.0,7.0044981814422895,9.768174769617398,3.75583038293418,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test149,48.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,6.895332815129299,8.098073914583582,4.3008845890598275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test153,47.0,9.0,1.0,5.0,0.4444444444444444,0.1111111111111111,0.0,0.0,5.431887145609882,8.956882693436926,2.8293849112494325,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test155,50.0,10.0,0.9,5.0,0.5,0.0,0.0,0.0,5.773103425031805,8.639613718594667,4.3008845890598275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test156,50.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,5.3534227382150785,9.415089322109004,3.8220296252147636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test160,51.0,10.0,0.9,4.0,0.6,0.0,0.0,0.0,5.655790869388234,7.5936451634119795,3.6759293958780095,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test168,46.0,10.0,1.0,6.0,0.4,0.0,0.0,0.0,5.352418697219008,8.121648207294546,1.978019078330936,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test170,44.0,8.0,1.0,5.0,0.375,0.0,0.0,0.0,4.241286810406715,5.337086563525845,3.6226270182019484,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test171,41.0,9.0,1.0,5.0,0.4444444444444444,0.0,0.024390243902439025,0.0,5.284205288409088,6.6599575821735195,3.4064785646786397,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test175,45.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,6.258062023973378,9.72983141441975,4.530364971476228,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test176,45.0,9.0,1.0,4.0,0.5555555555555556,0.0,0.0,0.0,5.617555269075591,7.390016979657349,4.488416178862496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test177,42.0,8.0,1.0,5.0,0.375,0.0,0.0,0.0,5.228245841072667,7.66897850368563,4.028549451107706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test178,47.0,9.0,1.0,5.0,0.4444444444444444,0.0,0.0,0.0,4.480372789358688,5.735232139925654,3.409034929952863,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test182,39.0,8.0,1.0,5.0,0.375,0.0,0.0,0.0,6.24245898919363,7.277044314053863,5.241124602309447,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test191,69.0,11.0,1.0,6.0,0.4545454545454546,0.09090909090909091,0.0,0.0,5.414134265328222,7.275427063027515,3.8560901477002423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test194,54.0,11.0,0.9090909090909091,4.0,0.6363636363636364,0.0,0.0,0.0,6.043969725357478,10.162303723939226,3.7254955142715653,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test196,57.0,8.0,1.0,5.0,0.375,0.0,0.0,0.0,6.796435960965146,9.885550722019635,3.7494864551472444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test197,43.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,4.887997290578286,7.6842644006752385,3.5713857296062494,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test204,51.0,10.0,0.9,5.0,0.5,0.0,0.0,0.0,6.223824378174129,10.37702870478784,3.5713857296062494,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test207,59.0,12.0,0.9166666666666666,4.0,0.6666666666666667,0.0,0.0,0.0,4.205681208888579,5.193598122981094,3.105491461343404,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test208,37.0,8.0,1.0,3.0,0.625,0.0,0.0,0.0,4.054559536310713,4.637620948697871,3.4064785646786397,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test210,55.0,11.0,0.8181818181818182,5.0,0.5454545454545454,0.0,0.0,0.0,8.072056540856188,11.524730603652474,3.0057917669506113,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test215,42.0,8.0,1.0,5.0,0.375,0.0,0.0,0.0,5.943922776659359,9.953758972046169,3.5713857296062494,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test224,68.0,14.0,0.8571428571428571,6.0,0.5714285714285714,0.0,0.0,0.0,4.1478217839614295,8.596307982874608,1.978019078330936,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test228,66.0,13.0,1.0,8.0,0.3846153846153846,0.0,0.015151515151515152,0.0,5.090313009397207,9.54698752802395,2.61524293407979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test231,45.0,8.0,1.0,5.0,0.375,0.0,0.0,0.0,5.896805313817584,10.124384489076933,3.801234893176763,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test234,37.0,8.0,1.0,3.0,0.625,0.0,0.0,0.0,5.291642552760995,6.474270038014413,3.4064785646786397,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test246,44.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,5.050020748639403,6.045114215500061,3.3171796075161244,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test247,34.0,8.0,1.0,3.0,0.625,0.0,0.0,0.0,9.022444788783256,14.396410228536485,4.665313704117404,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test249,48.0,9.0,0.8888888888888888,4.0,0.5555555555555556,0.0,0.0,0.0,5.218499979796601,7.64921501456679,3.105491461343404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test252,59.0,9.0,1.0,5.0,0.4444444444444444,0.0,0.0,0.0,7.562333620936097,11.076181909407998,5.417203577765693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test253,55.0,10.0,0.9,5.0,0.5,0.0,0.0,0.0,7.885504063134181,9.781289711695226,5.4329512680527206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test254,59.0,11.0,1.0,5.0,0.5454545454545454,0.09090909090909091,0.0,0.0,5.737445909522906,7.334790024836908,4.029052400708089,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test259,42.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,4.45122421194332,5.738701755388046,3.409034929952863,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test260,42.0,10.0,1.0,4.0,0.6,0.0,0.0,0.0,6.0404740658201534,7.532606837083532,4.562826676725233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test265,45.0,9.0,1.0,5.0,0.4444444444444444,0.1111111111111111,0.0,0.0,3.7045620802791426,4.848669479366268,2.4655137370168436,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test270,67.0,11.0,0.9090909090909091,6.0,0.4545454545454546,0.0,0.0,0.0,7.737107992535318,10.22202295864085,5.790778900658371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test272,41.0,9.0,1.0,5.0,0.4444444444444444,0.0,0.0,0.0,4.557877097433469,5.907273634902774,2.61524293407979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test276,89.0,16.0,0.9375,8.0,0.5,0.0625,0.0,0.0,4.402064316606102,5.575415582788584,2.1976828267141455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test277,44.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,6.551046503786852,9.140652476407245,4.188248294047808,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test278,50.0,10.0,0.9,6.0,0.4,0.0,0.0,0.0,5.457083472517348,7.96400618512668,3.46322588086057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test280,69.0,13.0,1.0,8.0,0.3846153846153846,0.0,0.0,0.0,5.028634499118091,6.67520938097237,3.0369273608098353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test285,44.0,9.0,0.8888888888888888,3.0,0.6666666666666667,0.0,0.0,0.0,5.585174321978568,6.866824767745446,3.9670606674082536,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test287,40.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,4.664701779049911,5.505586652532102,4.075342365344003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test289,40.0,8.0,1.0,5.0,0.375,0.0,0.0,0.0,4.687940802279539,6.671374568013293,2.017818076392981,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test290,50.0,9.0,0.8888888888888888,4.0,0.5555555555555556,0.0,0.0,0.0,8.578348983106352,14.396410228536485,4.945662846624345,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test293,43.0,9.0,1.0,5.0,0.4444444444444444,0.0,0.0,0.0,4.845425926067099,6.7797984752892235,3.672328198447704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test294,47.0,9.0,1.0,5.0,0.4444444444444444,0.0,0.0,0.0,4.789906444259659,5.680530126240029,3.849464813727778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test296,37.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,5.719777844653981,8.637508454659205,3.2263554265285923,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test297,42.0,8.0,0.875,3.0,0.625,0.0,0.0,0.0,3.721124812520079,6.09464046541932,2.5320418160152225,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test298,47.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,5.597596224941395,8.280518103053451,4.118455293776882,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test300,78.0,12.0,1.0,9.0,0.25,0.08333333333333333,0.01282051282051282,0.0,5.283681154504353,7.193749032013248,2.8592833284943846,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test307,42.0,8.0,0.875,3.0,0.625,0.0,0.0,0.0,4.169490372576049,5.630431730298414,3.0186288845097167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test315,51.0,10.0,1.0,6.0,0.4,0.1,0.0,0.0,5.354169436051099,8.201324796603158,2.1976828267141455,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test321,33.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,3.9821453960736233,5.557665080160852,1.978019078330936,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test325,61.0,11.0,1.0,6.0,0.4545454545454546,0.0,0.0,0.0,4.6408558069811585,6.8533134510907905,3.2756437915128496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test329,48.0,10.0,1.0,5.0,0.5,0.1,0.0,0.0,3.9787466550107586,5.96615568948165,2.915859894607994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test331,43.0,10.0,1.0,5.0,0.5,0.0,0.0,0.0,5.204981839695321,6.340512030189084,4.483517047926262,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test332,43.0,8.0,1.0,5.0,0.375,0.0,0.0,0.0,5.7398481257999805,7.783026010156926,3.75583038293418,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test333,39.0,9.0,1.0,4.0,0.5555555555555556,0.0,0.0,0.0,4.356290330415662,5.907273634902774,2.393480405732666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test337,43.0,8.0,0.875,3.0,0.625,0.0,0.0,0.0,5.7422131379783155,6.028103817827965,5.555444144524114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test338,58.0,10.0,1.0,6.0,0.4,0.0,0.0,0.0,5.868369774116188,6.756767940678473,3.7601782506199743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test339,62.0,10.0,0.9,4.0,0.6,0.0,0.0,0.0,6.722787466713732,11.125574664737574,4.553717103899696,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test341,61.0,11.0,0.9090909090909091,6.0,0.4545454545454546,0.0,0.0,0.0,4.102860099356216,6.4203873273937875,2.017818076392981,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test343,43.0,8.0,1.0,5.0,0.375,0.0,0.0,0.0,5.82921022996384,7.9780452926002745,2.8592833284943846,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test347,46.0,9.0,0.8888888888888888,5.0,0.4444444444444444,0.0,0.0,0.0,4.723419602605609,6.119082964578847,3.672328198447704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test348,46.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,6.2631732256939046,9.022676222703694,3.5455532618889385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test350,35.0,8.0,1.0,3.0,0.625,0.0,0.0,0.0,5.664975709580671,7.141525418459148,3.984068995236596,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
test351,46.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,5.270254652305498,8.711697316600635,3.858773836202368,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test352,44.0,8.0,1.0,5.0,0.375,0.0,0.0,0.0,3.9608767420314535,6.044956834322525,2.61524293407979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test355,39.0,8.0,1.0,5.0,0.375,0.125,0.0,0.0,4.275925417605223,5.766066939187592,2.4655137370168436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test357,49.0,10.0,1.0,6.0,0.4,0.0,0.0,0.0,6.220547372203774,11.56319688448027,3.4088658053414465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test359,44.0,8.0,1.0,4.0,0.5,0.125,0.0,0.0,5.220092517969013,8.41079609510668,2.4655137370168436,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test360,43.0,9.0,1.0,5.0,0.4444444444444444,0.0,0.0,0.0,5.07497112985413,7.939640572964322,3.2607463563514734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test363,48.0,9.0,0.8888888888888888,4.0,0.5555555555555556,0.0,0.0,0.0,4.914189393125076,6.486186521439141,3.801234893176763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test365,34.0,8.0,0.625,5.0,0.375,0.0,0.0,0.0,6.492765510094631,7.455542598104146,4.572525202789938,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test367,53.0,11.0,1.0,4.0,0.6363636363636364,0.0,0.0,0.0,4.703610531255764,6.34730250721008,3.4215616872395604,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test368,54.0,10.0,1.0,5.0,0.5,0.0,0.0,0.0,4.517991507539182,5.122062726586011,3.843161538213589,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test375,39.0,8.0,1.0,4.0,0.5,0.0,0.0,0.0,6.257193739619488,10.715899024093066,3.5455532618889385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test376,43.0,10.0,1.0,5.0,0.5,0.0,0.0,0.0,3.82767360007184,4.602904966736587,2.577479098227116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test377,37.0,8.0,1.0,5.0,0.375,0.125,0.0,0.0,5.667055760934792,9.073400249398077,3.292892634157193,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
