queries,candidate_id,split_seed,model_seeds,source,gain_over_fixed_dense,gain_ci95_lower,gain_ci95_upper,switch_coverage,beneficial_gain_mass,harmful_loss_mass,harmful_to_beneficial_mass_ratio,gap_spearman,non_tie_auc,calibration_slope,top_decile_realized_gap
1200,M0_structured_xgb_mse,20260917,11;23;37;53;71,stage8_fit,-0.0009541910331384018,-0.00373204662511157,0.0016583019963029618,0.019166666666666665,0.0008333333333333334,0.001787524366471735,2.145029239766082,0.03502763213867365,0.5237558107738584,0.8067177770762056,-0.042905429528236554
1200,M0_structured_xgb_mse,20261003,11;23;37;53;71,stage8_fit,-0.002990842636895269,-0.007337208432659587,0.000979533358352427,0.050833333333333335,0.002001984126984127,0.004992826763879396,2.4939392358723644,0.0326436969015407,0.5255332239540607,0.20298755326831638,-0.022084352294878613
2400,M2_raw_full_xgb_mse,20260901,11;23;37;53;71,stage8_fit,0.0,0.0,0.0,0.0,0.0,0.0,,0.0346550158467813,0.5376531447960019,1.3402600485275646,0.0020547784741569244
2400,M2_raw_full_xgb_mse,20260917,11;23;37;53;71,stage8_fit,-0.0004166666666666667,-0.0012510425354462051,0.0,0.0004166666666666667,0.0,0.0004166666666666667,,0.009785093859500578,0.5120760835046549,-0.3568541264547686,-0.05305275320845496
2400,M2_raw_full_xgb_mse,20261003,11;23;37;53;71,stage8_fit,-0.00027056277056277056,-0.0008340283569641367,2.1636006642254036e-05,0.0020833333333333333,7.215007215007213e-06,0.0002777777777777778,38.50000000000001,0.019543836514666704,0.518189339617911,0.7840922168876001,-0.03443966182514666
2400,M3_pca32_structured_ridge,20260901,11,stage8_fit,0.00044529267029267045,-0.0017352325968228424,0.0026476723628516786,0.037083333333333336,0.0021845117845117846,0.0017392191142191142,0.7961591814474058,0.034418302109428214,0.5197730197730198,0.9894827486599931,-0.03145837513974768
2400,M3_pca32_structured_ridge,20260917,11,stage8_fit,0.001429732304732305,-0.0008815040475945016,0.003826095513510302,0.05125,0.0030462962962962965,0.0016165639915639918,0.53066538324897,0.03602398590942293,0.5214695214695215,0.9718846568144113,0.02203188010915049
2400,M3_pca32_structured_ridge,20261003,11,stage8_fit,-0.0012534129450796118,-0.0035268042441864876,0.0008714042506293028,0.049166666666666664,0.0014021043771043772,0.002655517322183989,1.8939512389713506,0.06155277314415435,0.54865533436962,1.4644346276090232,0.0036556670650873552
2400,M4_oof_late_fusion,20260901,11,stage8_fit,-0.0016336191586191586,-0.005105858092936042,0.0017328539352100642,0.07041666666666667,0.0037489407968574638,0.0053825599554766235,1.4357548564086515,0.058863058528989334,0.5538701967273396,0.8817533147404516,0.004460916398416396
2400,M4_oof_late_fusion,20260917,11,stage8_fit,0.0013055555555555557,-0.0003055587397526745,0.0030846185910796166,0.019583333333333335,0.001805555555555556,0.0004999999999999999,0.2769230769230768,0.04006744305157216,0.5311638168781025,0.8811280623579323,0.009084518876185544
2400,M4_oof_late_fusion,20261003,11,stage8_fit,0.001153482664995823,-0.0030914271232063157,0.005437767084079682,0.10875,0.008032076719576718,0.006878594054580896,0.8563904821545816,0.03213965543332167,0.5286023500309214,0.7355357148423542,0.015423715538847116
2400,M0_structured_xgb_mse,20260901,11;23;37;53;71,stage8_fit,-0.0006591923508590174,-0.003961656198270412,0.0025426958369828877,0.056666666666666664,0.003627413019079686,0.004286605369938703,1.1817251984794004,0.07419314473898447,0.5657289943004229,1.0122597180127983,0.0028006630714964057
2400,M0_structured_xgb_mse,20260917,11;23;37;53;71,stage8_fit,-2.8493963800981793e-05,-0.0034725038464621795,0.003465695495126523,0.07333333333333333,0.004608796296296297,0.0046372902600972776,1.006182517509806,0.0760519533752885,0.5635979207407779,0.9291184557790162,0.01628746943439926
2400,M0_structured_xgb_mse,20261003,11;23;37;53;71,stage8_fit,0.0018384635426302095,-0.0021463923807673807,0.0056980571434738095,0.07708333333333334,0.006483784271284271,0.004645320728654062,0.7164520801883408,0.07530961936785252,0.5638737067308495,1.1501925233169057,0.016668866627199963
4800,M2_raw_full_xgb_mse,20260901,11;23;37;53;71,formal_metrics_reuse,0.0008173955614812393,-0.0026398269943330647,0.004415429319187817,0.11541666666666667,0.009402217766801101,0.00858482220531986,0.9130635365235387,0.06934034242312247,0.5677435517418508,1.0684731691017897,0.015933445353468804
4800,M2_raw_full_xgb_mse,20260917,11;23;37;53;71,formal_metrics_reuse,-0.000782378298277421,-0.0028473336758930608,0.0011739415777336482,0.03666666666666667,0.002733053800488011,0.003515432098765432,1.2862652385905173,0.06168855282124677,0.5604953138025986,1.2639409203845244,-0.004552090497120224
4800,M2_raw_full_xgb_mse,20261003,11;23;37;53;71,formal_metrics_reuse,0.0010459545381662253,-0.0022505830416436837,0.004384230191365422,0.12208333333333334,0.009072647022095552,0.008026692483929326,0.8847134099211723,0.07955942076444335,0.5815095197595008,1.1031364680813625,0.016011337745406373
4800,M3_pca32_structured_ridge,20260901,11,formal_metrics_reuse,0.0035788662377736163,0.00014848869781573898,0.007073293210974228,0.135,0.011077494416774603,0.007498628179000987,0.6769245730917134,0.061569757418299356,0.5526534066507793,0.9067580231567843,0.027018295723597582
4800,M3_pca32_structured_ridge,20260917,11,formal_metrics_reuse,-0.0016819203481226181,-0.004282963533973843,0.0009518011870205453,0.08875,0.004659751097715495,0.006341671445838112,1.3609463923828895,0.060095771654235304,0.5515608026744587,0.9516672971828183,-0.010436717911240616
4800,M3_pca32_structured_ridge,20261003,11,formal_metrics_reuse,0.0013767529423811676,-0.0021996970222937858,0.004888258587309151,0.14875,0.010721199862563384,0.009344446920182214,0.8715859269456809,0.05305484384579633,0.5446262410212795,0.7501059323519584,0.0122884176009176
4800,M4_oof_late_fusion,20260901,11,formal_metrics_reuse,0.003621700014479437,0.0001239581147664318,0.007147953232094002,0.12791666666666668,0.011370664826611677,0.007748964812132242,0.681487400279069,0.07931731921024908,0.5726886899699376,1.1083459912190543,0.01961701634947249
4800,M4_oof_late_fusion,20260917,11,formal_metrics_reuse,-0.0001363860189518081,-0.0031717773261142022,0.0028568244183414374,0.09770833333333333,0.007326928444362655,0.007463314463314464,1.0186143511551207,0.05629333287983104,0.5508555573332885,0.7199272405197489,-0.001323796086953984
4800,M4_oof_late_fusion,20261003,11,formal_metrics_reuse,0.0019956635904133323,-0.001779542509417835,0.005675642026926649,0.13875,0.01183394299748144,0.009838279407068107,0.8313610610733836,0.06693634006458417,0.5632994534874909,0.9016470460726032,0.02033249413602871
4800,M0_structured_xgb_mse,20260901,11;23;37;53;71,formal_metrics_reuse,0.0006263286268446229,-0.0026599894938199677,0.0039563928892739145,0.09875,0.00858796330065035,0.007961634673805727,0.9270690145127666,0.09561277602255512,0.5908187582629492,1.2235799952677815,0.004874397379557342
4800,M0_structured_xgb_mse,20260917,11;23;37;53;71,formal_metrics_reuse,0.0018541103202708061,-0.0008142870988163181,0.004617009651485741,0.08041666666666666,0.006512197402270932,0.004658087082000125,0.7152865299162704,0.08224928929422126,0.5787138009145032,1.0014068075115534,-0.007369415575135279
4800,M0_structured_xgb_mse,20261003,11;23;37;53;71,formal_metrics_reuse,-0.0014575181969164446,-0.005413900918618908,0.0024545219209334565,0.156875,0.011375253626106141,0.012832771823022586,1.1281306109581108,0.08478242163540267,0.5816042542083147,0.8554972943428755,-0.015317824452788223
9600,M2_raw_full_xgb_mse,20260901,11;23;37;53;71,formal_metrics_reuse,0.0008280776956887154,-0.0015481685330386034,0.0031536850219512557,0.1215625,0.009186684347123358,0.008358606651434642,0.9098610919457558,0.05531548691387962,0.5497726864484342,0.7433301132906948,0.005453988524469601
9600,M2_raw_full_xgb_mse,20260917,11;23;37;53;71,formal_metrics_reuse,-0.0007320258555851015,-0.003333723096641121,0.0018147064004414629,0.13260416666666666,0.009721366856713641,0.010453392712298743,1.0753007129938277,0.06785937311109828,0.5627961705257936,0.8355803456715435,-0.004965931123174877
9600,M2_raw_full_xgb_mse,20261003,11;23;37;53;71,formal_metrics_reuse,0.0009313190169288843,-0.0012784981916232178,0.00325507312848299,0.10322916666666666,0.008290349963539402,0.007359030946610516,0.8876622795147627,0.05973133469471374,0.5552053306417812,0.9216977652261304,0.003255497861596533
9600,M3_pca32_structured_ridge,20260901,11,formal_metrics_reuse,0.0027917413306758833,0.00023406991268347976,0.005384585567968994,0.16520833333333335,0.011864432339834901,0.009072691009159018,0.7646965947706916,0.08790333530909002,0.581500354976948,1.1427920153894073,0.018305559488480026
9600,M3_pca32_structured_ridge,20260917,11,formal_metrics_reuse,0.0021927569838635797,-0.0004251300267852642,0.004805882776922761,0.17291666666666666,0.012112802847043939,0.00992004586318036,0.8189719578901006,0.08031961994883602,0.5741917859189626,1.0368963496335946,0.004481695749964529
9600,M3_pca32_structured_ridge,20261003,11,formal_metrics_reuse,0.002247850977925405,-0.00029887801043295965,0.004826001217670649,0.16072916666666667,0.01136437567317817,0.009116524695252766,0.8022019825311909,0.08415513082205003,0.5779543277249827,1.104685252041396,0.009607194895604342
9600,M4_oof_late_fusion,20260901,11,formal_metrics_reuse,0.0022444066322730035,-0.0007181366300010554,0.0051514536623070446,0.1871875,0.014185628737220523,0.011941222104947519,0.8417830697638317,0.07595753963550608,0.5687676953870104,0.9584662771127784,0.004845163686337072
9600,M4_oof_late_fusion,20260917,11,formal_metrics_reuse,0.0011261158179011288,-0.001897107069043187,0.004124332416966603,0.2059375,0.014785642891661762,0.013659527073760632,0.9238372097748828,0.07605207326541451,0.5693627094577834,0.8914144757953189,-0.0014449027954588308
9600,M4_oof_late_fusion,20261003,11,formal_metrics_reuse,0.0005815240077046847,-0.002110140087112598,0.0032692626377914674,0.15895833333333334,0.011399977333431864,0.010818453325727178,0.9489890207062699,0.07171979372993373,0.5661187333738207,1.0254464651994235,0.006547715929361242
9600,M0_structured_xgb_mse,20260901,11;23;37;53;71,formal_metrics_reuse,0.00010378282416289787,-0.0021448815969198863,0.002298790478847396,0.1365625,0.00790506018285245,0.007801277358689552,0.9868713429420787,0.07948424045633455,0.5741532944426861,1.1141800600600322,0.004260091290458522
9600,M0_structured_xgb_mse,20260917,11;23;37;53;71,formal_metrics_reuse,-0.00024975847316967254,-0.002788687416927796,0.002262975241303618,0.14677083333333332,0.009497299917272743,0.009747058390442416,1.0262978399487455,0.07835021641368205,0.5725409292697738,1.11448022011113,-0.0102850052084288
9600,M0_structured_xgb_mse,20261003,11;23;37;53;71,formal_metrics_reuse,-0.000874987940608534,-0.0032029301325182087,0.001423425640830198,0.12489583333333333,0.00755212638944523,0.008427114330053765,1.1158598115931175,0.07109790108342529,0.5669858607977145,1.0554002879581084,-0.008546573357824026
